Time (s),Desal - Coolant mass flow rate (kg/h),Desal - Hot feedwater inlet temperature (°C),Desal - Hot feedwater outlet temperature (°C),Desal - Cold feedwater inlet temperature (°C),Desal - Cold feedwater outlet temperature (°C),Desal - Feed membrane temperature (°C),Desal - Membrane gap temperature (°C),Desal - Gap film boundary temperature (°C),Desal - Film wall temperature (°C),Desal - Coolant wall temperature (°C),Desal - Hot feedwater inlet salinity (wt%),Desal - Hot feedwater outlet salinity (wt%),Desal - Cold feedwater inlet salinity (wt%),Desal - Mass flux (kg/m²h),Desal - Distilled water production rate (kg/h),Desal - Total heat flux (W/m²),Desal - Total heat transfer rate (W),Desal - Vapor heat flux (W/m²),Desal - Vapor heat transfer rate (W),Desal - Gain-output ratio (GOR),Desal - Thermal efficiency,Desal - Hot feedwater outlet mass flow rate (kg/h),Desal - Total water produced (kg),FeedTank - Feedwater inlet mass flow rate (kg/h),FeedTank - Brackish water inlet flow rate (kg/h),FeedTank - Feedwater outlet mass flow rate (kg/h),FeedTank - Feedwater inlet salinity (wt%),FeedTank - Feedwater inlet temperature (°C),FeedTank - Water salinity (wt%),FeedTank - Water temperature (°C),ColdHex - Heat transfer rate (W),ColdHex - Effectiveness,ColdHex - Hot side inlet mass flow rate (kg/h),ColdHex - Hot side inlet temperature (°C),ColdHex - Hot side outlet temperature (°C),ColdHex - Cold side outlet temperature (°C),ColdHex - Hot side salinity (wt%),HotHex - Heat transfer rate (W),HotHex - Effectiveness,HotHex - Cold side inlet mass flow rate (kg/h),HotHex - Hot side inlet temperature (°C),HotHex - Hot side outlet temperature (°C),HotHex - Cold side inlet temperature (°C),HotHex - Cold side outlet temperature (°C),HotHex - Cold side salinity (wt%),SolarField - Solar field inlet temperature (°C),SolarField - Solar field outlet temperature (°C),SolarField - Efficiency,SolarField - Heat transfer rate (W),SolarField - Recovered thermal energy (kWh),SolarField - Solar irradiance (W/m²),CircuitToSolar - Mass flow rate (kg/s),CircuitToSolar - Inlet temperature (°C),CircuitToSolar - Heat loss (W),CircuitToSolar - Outlet temperature (°C),CircuitToSolar - Surface temperature (°C),CircuitFromSolar - Mass flow rate (kg/s),CircuitFromSolar - Inlet temperature (°C),CircuitFromSolar - Heat loss (W),CircuitFromSolar - Outlet temperature (°C),CircuitFromSolar - Surface temperature (°C),Reservoir - Temperature (°C),HCPV - Mass flow rate (kg/s),HCPV - Heat transfer rate lost in the backplate (kW),HCPV - Heat transfer rate recovered from the solar cells (kW),HCPV - Inlet temperature (°C),HCPV - Outlet temperature (°C),HCPV - Electrical power (kW),HCPV - Global panel electrical efficiency (%),HCPV - Electrical energy generated (kWh),HCPV - Recovered thermal energy (kWh),HCPV - Lost thermal energy (kWh),ETC - Mass flow rate (kg/s),ETC - ETC inlet temperature (°C),ETC - ETC outlet temperature (°C),ETC - Efficiency,ETC - Heat transfer rate (W),ETC - Recovered thermal energy (kWh),ETC - Solar irradiance (W/m²),PVT - Mass flow rate (kg/s),PVT - PVT inlet temperature (°C),PVT - PVT outlet temperature (°C),PVT - Thermal Efficiency,PVT - Heat transfer rate (W),PVT - Electrical Efficiency,PVT - Electrical power output (W),PVT - Electrical energy generated (kWh),PVT - Recovered thermal energy (kWh),PVT - Solar irradiance (W/m²),Motor - Nominal Mass flow rate (kg/s),Motor - Outlet mass flow rate (kg/s),Motor - Recirculation mass flow rate (kg/s),Motor - Radiator in mass flow rate (kg/s),Motor - Radiator bypass mass flow rate (kg/s),Motor - Outlet temperature motor (°C),Motor - Oulet temperature recirculation (°C),Motor - Entry temperature radiator (°C),Motor - Oulet temperature radiator (°C),Motor - Bypass temperature radiator (°C),Motor - Mixture temperature radiator (°C),Motor - Mixture temperature engine (°C),Motor - Fuel consumption (L/h),Motor - Fuel consumption (g/kWh),Motor - Heat coolant (kW),Motor - Heat exhaust (kW),Motor - Heat rejection (kW),Motor - System efficiency,Motor - Engine efficiency,Motor - Coolant efficiency,Motor - Energy input (kW),Motor - Electrical energy generated/demanded (kWh),Motor - Fuel consumed (L),Mix Valve - Mass flow rate in from reservoir(kg/s),Mix Valve - Temperature in from reservoir(kg/s),Mix Valve - Mass flow rate in from motor(kg/s),Mix Valve - Temperature in from motor(kg/s),Mix Valve - Out Mass flow rate (kg/s),Mix Valve - Out Temperature (°C),Electrolyzer - Cell voltage (V),Electrolyzer - Stack voltage (V),Electrolyzer - Electrical current (A),Electrolyzer - Heat transfer rate generated (W),Electrolyzer - Heat generated (kWh),Electrolyzer - Power demand (W),Electrolyzer - Electricity demand (kWh),Electrolyzer - Hydrogen flow rate (Nm³/h),Electrolyzer - Hydrogen produced (Nm³),Electrolyzer - Water consumption rate (kg/h),Electrolyzer - Water consumed (kg),Electrolyzer - Conversion efficiency (%)
1386.0000000000,600.0000000000,69.0100563282,36.3504901984,30.0812684385,62.7409471388,52.0588253780,50.7073328319,49.2596350516,47.4685673634,47.0723167252,1.0542210518,1.0999726617,1.0542210518,1.9256206631,24.9560437937,1733.5965417116,22467.4111805825,1257.8040782668,16301.1408543375,3.7744242761,72.5546024120,575.0439562063,8.1331577759,575.0439562063,24.9560437937,600.0000000000,1.0999726617,36.3504901984,1.0542210518,38.8641245426,6041.4900897066,99.0831758046,600.0000000000,38.8641245426,30.0812684385,32.5992928740,1.0542210518,4318.8416727734,99.5773607785,600.0000000000,69.0366644990,68.1801081492,62.7409471388,69.0100563282,1.0542210518,63.2640924428,65.3079934034,31.8570800225,2590.7013468602,1.0469670013,677.6885350209,0.3400000000,63.3908828536,160.6549640072,63.2640924428,28.2232810608,0.3400000000,65.3079934034,100.6481058341,65.2286158102,28.3697389591,63.3908828536,0.3400000000,13.2194189421,-6.3976934868,63.3908828536,58.3371147982,2.9809036661,24.4368541993,1.0872624092,-1.9905090646,4.4488889329,0.2266000000,63.3908828536,65.3618367977,55.0888767932,1665.0562693638,0.6220442730,677.6885350209,0.2266000000,63.3908828536,64.5233216083,37.5391294967,956.5378965650,14.5905431523,371.7829274082,0.1372845907,0.3666967766,677.6885350209,4.5516304984,0.8449760074,3.7066544910,0.0000000000,0.8449760074,72.3774585546,72.3774585546,68.1801081492,55.0000000000,68.1801081492,68.1801081492,71.5982519849,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,7.7000000000,2.2907907815,0.5000000000,63.3908828536,0.8449760074,72.3774585546,1.3449760074,69.0366644990,2.1671746206,26.0060954472,64.4596302495,706.4178122382,0.2539458245,1676.3432967574,0.6122735000,0.3234453505,0.1194931182,2.7079758902,1.0004301582,69.2792820369
1512.0000000000,600.0000000000,69.7143452669,36.4274935177,30.0777005964,63.3648617122,52.4400675893,51.0791056687,49.6209740891,47.7966756159,47.3928367619,1.0601151694,1.1072798967,1.0601151694,1.9719965961,25.5570758857,1766.7949863158,22897.6630226525,1287.5108670534,16686.1408370118,3.8146238246,72.8726805897,574.4429241143,9.0172754162,574.4429241143,25.5570758857,600.0000000000,1.1072798967,36.4274935177,1.0601151694,38.4784954582,5778.2720101192,99.0835567840,600.0000000000,38.4784954582,30.0777005964,32.4860332787,1.0601151694,4374.2559172643,99.5960885337,600.0000000000,69.7400955674,68.9299690721,63.3648617122,69.7143452669,1.0601151694,64.0416594176,66.0750900672,31.3749069193,2578.1324634758,1.1374137845,684.7649700083,0.3400000000,64.1710144078,163.9505416224,64.0416594176,28.2821602730,0.3400000000,66.0750900672,102.5817371501,65.9942088831,28.4273278464,64.1710144078,0.3400000000,13.4812843246,-6.5842273219,64.1710144078,58.9712963520,3.0079313355,24.4035988604,1.1920718382,-2.2177405219,4.9162123815,0.2266000000,64.1710144078,66.1529927392,54.8397016867,1674.8328779607,0.6804933121,684.7649700083,0.2266000000,64.1710144078,65.3064354345,37.2593836023,959.3234181301,14.5421664201,374.4195273348,0.1503435939,0.4002236367,684.7649700083,4.5499257117,0.9400187093,3.6099070024,0.0000000000,0.9400187093,72.7023138216,72.7023138216,68.9299690721,55.0000000000,68.9299690721,68.9299690721,71.9229440325,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,8.4000000000,2.4990444889,0.5000000000,64.1710144078,0.9400187093,72.7023138216,1.4400187093,69.7400955674,2.1714092980,26.0569115763,64.9031419732,714.5764161709,0.2788146194,1691.1754314237,0.6712077160,0.3256708024,0.1308530652,2.7266080022,1.0955388450,69.2042723937
1638.0000000000,600.0000000000,70.3933227218,36.5012269976,30.0746688283,63.9672720512,52.8074137771,51.4376998304,49.9699182477,48.1135985394,47.7024403993,1.0661473856,1.1147119046,1.0661473856,2.0169851537,26.1401275923,1798.8168629527,23312.6665438664,1316.3014496990,17059.2667880985,3.8534269280,73.1759567529,573.8598724077,9.9221078353,573.8598724077,26.1401275923,600.0000000000,1.1147119046,36.5012269976,1.0661473856,38.1511606310,5554.8033620789,99.0839485110,600.0000000000,38.1511606310,30.0746688283,32.3898782526,1.0661473856,4427.0378306896,99.6130012355,600.0000000000,70.4182880741,69.6530989706,63.9672720512,70.3933227218,1.0661473856,64.7911822606,66.8157563642,30.9308602706,2567.5669982084,1.2274564307,691.7489996903,0.3400000000,64.9230090601,167.1278870432,64.7911822606,28.3387804424,0.3400000000,66.8157563642,104.4490923608,66.7334235219,28.4828067427,64.9230090601,0.3400000000,13.7348495072,-6.7634330375,64.9230090601,59.5831336998,3.0345944610,24.3713516383,1.2978208066,-2.4513702860,5.3925535935,0.2266000000,64.9230090601,66.9161771579,54.6068276853,1684.7301418687,0.7392867142,691.7489996903,0.2266000000,64.9230090601,66.0618541058,37.0041746816,962.4697908453,14.4954689097,377.0237020486,0.1634943072,0.4338544490,691.7489996903,4.5482158646,1.0426932010,3.5055226636,0.0000000000,1.0426932010,73.0534251445,73.0534251445,69.6530989706,55.0000000000,69.6530989706,69.6530989706,72.2738893686,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,9.1000000000,2.7072981963,0.5000000000,64.9230090601,1.0426932010,73.0534251445,1.5426932010,70.4182880741,2.1755719186,26.1068630226,65.3394887031,722.6443473771,0.3039673694,1705.8090815418,0.7306575569,0.3278603018,0.1422902681,2.7449391099,1.1912943403,69.1301125971
1764.0000000000,600.0000000000,71.0490518404,36.5719646776,30.0720995349,64.5498930203,53.1619982266,51.7841747527,50.3074458444,48.4202157602,48.0019855369,1.0723136662,1.1222667670,1.0723136662,2.0606896909,26.7065383947,1829.7572268585,23713.6536600868,1344.2440744885,17421.4032053709,3.8909405475,73.4657065296,573.2934616053,10.8470499296,573.2934616053,26.7065383947,600.0000000000,1.1222667670,36.5719646776,1.0723136662,37.8741422576,5365.6415417566,99.0843506187,600.0000000000,37.8741422576,30.0720995349,32.3084855349,1.0723136662,4477.4272422747,99.6281022943,600.0000000000,71.0733122870,70.3507893901,64.5498930203,71.0490518404,1.0723136662,65.5140735339,67.5312872944,30.5218953125,2558.8603186595,1.3171624806,698.6406240669,0.3400000000,65.6482840807,170.1929103722,65.5140735339,28.3932650287,0.3400000000,67.5312872944,106.2533952197,67.4475521643,28.5362874794,65.6482840807,0.3400000000,13.9804866941,-6.9356824735,65.6482840807,60.1737454370,3.0608926784,24.3400666073,1.4044965488,-2.6911484969,5.8776286929,0.2266000000,65.6482840807,67.6527845332,54.3890994784,1694.7301743318,0.7984283842,698.6406240669,0.2266000000,65.6482840807,66.7909567042,36.7714795817,965.9458590510,14.4503678978,379.5950881341,0.1767355893,0.4676012877,698.6406240669,4.5465037927,1.1520938580,3.3944099347,0.0000000000,1.1520938580,73.4277333998,73.4277333998,70.3507893901,55.0000000000,70.3507893901,70.3507893901,72.6480291574,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,9.8000000000,2.9155519037,0.5000000000,65.6482840807,1.1520938580,73.4277333998,1.6520938580,71.0733122870,2.1796631768,26.1559581222,65.7687198926,730.6204978755,0.3294008812,1720.2438832585,0.7906160690,0.3300140968,0.1538034730,2.7629712908,1.2876861456,69.0568003724
1890.0000000000,600.0000000000,71.6832773800,36.6399383306,30.0699290202,65.1141733112,53.5047800829,52.1194257276,50.6343829341,48.7172698056,48.2921963273,1.0786102653,1.1299424894,1.0786102653,2.1031971813,27.2574354692,1859.6964674818,24101.6662185642,1371.3962440676,17773.2953231155,3.9272550251,73.7430149515,572.7425645308,11.7915397900,572.7425645308,27.2574354692,600.0000000000,1.1299424894,36.6399383306,1.0786102653,37.6405345456,5206.0754164051,99.0847627247,600.0000000000,37.6405345456,30.0699290202,32.2398277253,1.0786102653,4525.6280046401,99.6414670503,600.0000000000,71.7069145295,71.0242616068,65.1141733112,71.6832773800,1.0786102653,66.2116559290,68.2228955980,30.1452223046,2551.8769072717,1.4065945760,705.4398431380,0.3400000000,66.3481665656,173.1511499458,66.2116559290,28.4457287321,0.3400000000,68.2228955980,107.9976667712,68.1378051523,28.5878740473,66.3481665656,0.3400000000,14.2185465163,-7.1013259530,66.3481665656,60.7441777518,3.0868256797,24.3097008493,1.5120862874,-2.9368379244,6.3711664447,0.2266000000,66.3481665656,68.3641203762,54.1854472510,1704.8159740454,0.8579216165,705.4398431380,0.2266000000,66.3481665656,67.4950346374,36.5594472572,969.7224517601,14.4067859221,382.1333421186,0.1900662865,0.5014751720,705.4398431380,4.5447936196,1.2671092570,3.2776843626,0.0000000000,1.2671092570,73.8214709242,73.8214709242,71.0242616068,55.0000000000,71.0242616068,71.0242616068,73.0415961671,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,10.5000000000,3.1238056111,0.5000000000,66.3481665656,1.2671092570,73.8214709242,1.7671092570,71.7069145295,2.1836837536,26.2042050436,66.1908845554,738.5038044886,0.3551119237,1734.4795109066,0.8510762869,0.3321324335,0.1653914346,2.7807066040,1.3847038348,68.9843332171
2016.0000000000,600.0000000000,72.2974388671,36.7053409131,30.0681021536,65.6613037876,53.8365512853,52.4441902411,50.9514079354,49.0053701112,48.5736670656,1.0850336742,1.1377369328,1.0850336742,2.1445780676,27.7937317561,1888.7008244226,24477.5626845166,1397.8046704204,18115.5485286485,3.9624445118,74.0087923056,572.2062682439,12.7550511375,572.2062682439,27.7937317561,600.0000000000,1.1377369328,36.7053409131,1.0850336742,37.4443589418,5072.0265399163,99.0851844447,600.0000000000,37.4443589418,30.0681021536,32.1821497454,1.0850336742,4571.8112833934,99.6532227255,600.0000000000,72.3205315556,71.6746723320,65.6613037876,72.2974388671,1.0850336742,66.8851701811,68.8917189850,29.7982812243,2546.4895626425,1.4958107644,712.1466569037,0.3400000000,67.0239013780,176.0078046939,66.8851701811,28.4962783445,0.3400000000,68.8917189850,109.6847429914,68.8053179483,28.6376633483,67.0239013780,0.3400000000,14.4493597602,-7.2606940017,67.0239013780,61.2954109037,3.1123932043,24.2802141804,1.6205772352,-3.1882132455,6.8729075314,0.2266000000,67.0239013780,69.0514090752,53.9948790941,1714.9713596017,0.9177691252,712.1466569037,0.2266000000,67.0239013780,68.1752993562,36.3663815569,973.7722090578,14.3646503178,384.6381375730,0.2034852333,0.5354861327,712.1466569037,4.5430901388,1.3865371909,3.1565529479,0.0000000000,1.3865371909,74.2305525101,74.2305525101,71.6746723320,55.0000000000,71.6746723320,71.6746723320,73.4505057106,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,11.2000000000,3.3320593185,0.5000000000,67.0239013780,1.3865371909,74.2305525101,1.8865371909,72.3205315556,2.1876343148,26.2516117772,66.6060311191,746.2932450015,0.3810972292,1748.5156709614,0.9120312342,0.3342155547,0.1770529160,2.7981470839,1.4823370536,68.9127084220
2142.0000000000,600.0000000000,72.8927132008,36.7683328488,30.0665712121,66.1922526381,54.1579602896,52.7590700146,51.2590718595,49.2850112367,48.8468799641,1.0915805748,1.1456478037,1.0915805748,2.1848882714,28.3161519979,1916.8243174345,24842.0431539515,1423.5066069256,18448.6456257560,3.9965691734,74.2638015377,571.6838480021,13.7370862223,571.6838480021,28.3161519979,600.0000000000,1.1456478037,36.7683328488,1.0915805748,37.2804389152,4959.9637124843,99.0856154017,600.0000000000,37.2804389152,30.0665712121,32.1339320515,1.0915805748,4616.1206838865,99.6635263911,600.0000000000,72.9153345972,72.3031176169,66.1922526381,72.8927132008,1.0915805748,67.5357820760,69.5388265384,29.4787194238,2542.5786934355,1.5848647774,718.7610653639,0.3400000000,67.6766581798,178.7677628273,67.5357820760,28.5450134958,0.3400000000,69.5388265384,111.3172904273,69.4511575245,28.6857458549,67.6766581798,0.3400000000,14.6732389137,-7.4140988866,67.6766581798,61.8283649494,3.1375950312,24.2515689106,1.7299565964,-3.4450603794,7.3826038860,0.2266000000,67.6766581798,69.7158008422,53.8164742230,1725.1809110597,0.9779730718,718.7610653639,0.2266000000,67.6766581798,68.8328891863,36.1907260259,978.0694282807,14.3238928074,387.1091626850,0.2169912532,0.5696432725,718.7610653639,4.5413982462,1.5091882807,3.0322099655,0.0000000000,1.5091882807,74.6509286529,74.6509286529,72.3031176169,55.0000000000,72.3031176169,72.3031176169,73.8707088376,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,11.9000000000,3.5403130259,0.5000000000,67.6766581798,1.5091882807,74.6509286529,2.0091882807,72.9153345972,2.1915155106,26.2981861271,67.0142073089,753.9878348356,0.4073534948,1762.3520969668,0.9734739248,0.3362637001,0.1887866891,2.8152947355,1.5805755182,68.8419230907
2268.0000000000,600.0000000000,73.4700700916,36.8290492370,30.0652948822,66.7078126073,54.4695425409,53.0645599328,51.5578255611,49.5565974924,49.1122291932,1.0982477995,1.1536726822,1.0982477995,2.2241722727,28.8252726543,1944.1113091231,25195.6825662355,1448.5318565494,18772.9728608807,4.0296782066,74.5086893817,571.1747273457,14.7371699213,571.1747273457,28.8252726543,600.0000000000,1.1536726822,36.8290492370,1.0982477995,37.1442919067,4866.8292536486,99.0860552305,600.0000000000,37.1442919067,30.0652948822,32.0938588923,1.0982477995,4658.6779138041,99.6725458089,600.0000000000,73.4922861345,72.9106356311,66.7078126073,73.4700700916,1.0982477995,68.1645884836,70.1652242273,29.1843720507,2540.0317096427,1.6738062860,725.2830685187,0.3400000000,68.3075374847,181.4356265442,68.1645884836,28.5920272956,0.3400000000,70.1652242273,112.8978196636,70.0763278653,28.7322061777,68.3075374847,0.3400000000,14.8904794967,-7.5618359403,68.3075374847,62.3439046731,3.1624309731,24.2237296365,1.8402115682,-3.7071758722,7.9000180757,0.2266000000,68.3075374847,70.3583776948,53.6493770005,1735.4299209660,1.0385350906,725.2830685187,0.2266000000,68.3075374847,69.4688752109,36.0310505932,982.5899312008,14.2844491477,389.5461185326,0.2305831588,0.6039548218,725.2830685187,4.5397225154,1.6339615032,2.9057610122,0.0000000000,1.6339615032,75.0788439082,75.0788439082,72.9106356311,55.0000000000,72.9106356311,72.9106356311,74.2984506476,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,12.6000000000,3.7485667333,0.5000000000,68.3075374847,1.6339615032,75.0788439082,2.1339615032,73.4922861345,2.1953279756,26.3439357072,67.4154600725,761.5866244670,0.4338773840,1775.9885458213,1.0353973635,0.3382771051,0.2005915338,2.8321515310,1.6794090145,68.7719741588
2394.0000000000,600.0000000000,74.0303264379,36.8876065123,30.0642373988,67.2086478586,54.7717501886,53.3610764727,51.8480467720,49.8204673943,49.3700447566,1.1050323019,1.1618090654,1.1050323019,2.2624663069,29.3215633375,1970.5990402821,25538.9635620559,1472.9048447470,19088.8467879213,4.0618128427,74.7440151263,570.6784366625,15.7548452881,570.6784366625,29.3215633375,600.0000000000,1.1618090654,36.8876065123,1.1050323019,37.0320361889,4789.9754476038,99.0865035809,600.0000000000,37.0320361889,30.0642373988,32.0607909495,1.1050323019,4699.5879739396,99.6804454749,600.0000000000,74.0521953035,73.4982089262,67.2086478586,74.0303264379,1.1050323019,68.7726224937,70.7718596017,28.9132449436,2538.7425061229,1.7626811365,731.7126663681,0.3400000000,68.9175758126,184.0157330561,68.7726224937,28.6374068800,0.3400000000,70.7718596017,114.4286967839,70.6817746522,28.7771235513,68.9175758126,0.3400000000,15.1013611853,-7.7041846816,68.9175758126,62.8428437876,3.1869008728,24.1966630652,1.9513293419,-3.9743663250,8.4249227284,0.2266000000,68.9175758126,70.9801585518,53.4927917050,1745.7043549469,1.0994563131,731.7126663681,0.2266000000,68.9175758126,70.0842662779,35.8860399271,987.3109505123,14.2462588291,391.9487180645,0.2442597528,0.6384281901,731.7126663681,4.5380669429,1.7598878307,2.7781791122,0.0000000000,1.7598878307,75.5109869950,75.5109869950,73.4982089262,55.0000000000,73.4982089262,73.4982089262,74.7304203630,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,13.3000000000,3.9568204407,0.5000000000,68.9175758126,1.7598878307,75.5109869950,2.2598878307,74.0521953035,2.1990723286,26.3888679429,67.8098355444,769.0886975923,0.4606655275,1789.4247954104,1.0977945473,0.3402560012,0.2124662383,2.8487194087,1.7788273969,68.7028584116
2520.0000000000,600.0000000000,74.5741917173,36.9441077952,30.0633678033,67.6953332785,55.0649767979,53.6489814241,52.1300627439,50.0769141504,49.6206124916,1.1119311364,1.1700544129,1.1119311364,2.2998011031,29.8054222967,1996.3197571315,25872.3040524244,1496.6463896448,19396.5372097962,4.0930088654,74.9702738902,570.1945777033,16.7896704624,570.1945777033,29.8054222967,600.0000000000,1.1700544129,36.9441077952,1.1119311364,36.9403105608,4727.1097453607,99.0869601194,600.0000000000,36.9403105608,30.0633678033,32.0337417496,1.1119311364,4738.9433660512,99.6873780280,600.0000000000,74.5957639798,74.0667665656,67.6953332785,74.5741917173,1.1119311364,69.3608577962,71.3596257941,28.6634996213,2538.6110221689,1.8515315691,738.0498589120,0.3400000000,69.5077500838,186.5121725048,69.3608577962,28.6812338822,0.3400000000,71.3596257941,115.9121531353,71.2683892580,28.8205722503,69.5077500838,0.3400000000,15.3061487627,-7.8414097646,69.5077500838,63.3259485200,3.2110046011,24.1703378640,2.0632971035,-4.2464478572,8.9570999956,0.2266000000,69.5077500838,71.5821035802,53.3459779226,1755.9908199754,1.1607373912,738.0498589120,0.2266000000,69.5077500838,70.6800132692,35.7544832158,992.2110326129,14.2092648198,394.3166856695,0.2580198276,0.6730700133,738.0498589120,4.5364348370,1.8861469147,2.6502879222,0.0000000000,1.8861469147,75.9445491292,75.9445491292,74.0667665656,55.0000000000,74.0667665656,74.0667665656,75.1638096463,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,14.0000000000,4.1650741481,0.5000000000,69.5077500838,1.8861469147,75.9445491292,2.3861469147,74.5957639798,2.2027491729,26.4329900746,68.1973790435,776.4931699316,0.4877145244,1802.6606433668,1.1606584656,0.3422006159,0.2244095989,2.8650002724,1.8788205869,68.6345724991
2646.0000000000,600.0000000000,75.1023019230,36.9986467848,30.0626593029,68.1683838872,55.3495757731,53.9285995830,52.4041671500,50.3262009459,49.8641889899,1.1189414445,1.1784061836,1.1189414445,2.3362039507,30.2772032009,2021.3023073734,26196.0779035596,1519.7750358939,19696.2844651844,4.1232984876,75.1879137697,569.7227967991,17.8412166714,569.7227967991,30.2772032009,600.0000000000,1.1784061836,36.9986467848,1.1189414445,36.8662050365,4676.2474677475,99.0874245291,600.0000000000,36.8662050365,30.0626593029,32.0118573052,1.1189414445,4776.8272232248,99.6934800022,600.0000000000,75.1236211160,74.6171863093,68.1683838872,75.1023019230,1.1189414445,69.9302124798,71.9293649931,28.4334400067,2539.5428602333,1.9403964229,744.2946461505,0.3400000000,70.0789814313,188.9288035041,69.9302124798,28.7235848386,0.3400000000,71.9293649931,117.3502937997,71.8370122123,28.8626219508,70.0789814313,0.3400000000,15.5050929410,-7.9737617994,70.0789814313,63.7939407242,3.2347420561,24.1447245298,2.1761020352,-4.5232456010,9.4963410456,0.2266000000,70.0789814313,72.1651179675,53.2082464517,1766.2765382422,1.2223785188,744.2946461505,0.2266000000,70.0789814313,71.2570128031,35.6352651241,997.2699529314,14.1734133428,396.6497571435,0.2718621666,0.7078861983,744.2946461505,4.5348288101,2.0120651112,2.5227636989,0.0000000000,2.0120651112,76.3772186404,76.3772186404,74.6171863093,55.0000000000,74.6171863093,74.6171863093,75.5963072110,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,14.7000000000,4.3733278556,0.5000000000,70.0789814313,2.0120651112,76.3772186404,2.5120651112,75.1236211160,2.2063590970,26.4763091644,68.5781350914,783.7991884726,0.5150209438,1815.6959065975,1.2239821009,0.3441111725,0.2364204195,2.8809959924,1.9793785720,68.5671129498
2772.0000000000,600.0000000000,75.6152428948,37.0513103781,30.0620887173,68.6282750006,55.6258729911,54.2002308608,52.6706316266,50.5685713704,50.1010117726,1.1260604468,1.1868618638,1.1260604468,2.3717001133,30.7372334689,2045.5732402299,26510.6291933790,1542.3079669118,19988.3112511770,4.1527116277,75.3973476275,569.2627665311,18.9090670151,569.2627665311,30.7372334689,600.0000000000,1.1868618638,37.0513103781,1.1260604468,36.8072009382,4635.6709245618,99.0878965104,600.0000000000,36.8072009382,30.0620887173,31.9943985202,1.1260604468,4813.3155015697,99.6988705781,600.0000000000,75.6363462592,75.1502968862,68.6282750006,75.6152428948,1.1260604468,70.4815523885,72.4818715106,28.2215005832,2541.4489488875,2.0293113281,750.4470280835,0.3400000000,70.6321385689,191.2692668775,70.4815523885,28.7645315485,0.3400000000,72.4818715106,118.7451050802,72.3884362637,28.9033380503,70.6321385689,0.3400000000,15.6984310884,-8.1014780792,70.6321385689,64.2475006293,3.2581131627,24.1197952743,2.2897313161,-4.8045932232,10.0424455842,0.2266000000,70.6321385689,72.7300552554,53.0789556212,1776.5493246856,1.2843794531,750.4470280835,0.2266000000,70.6321385689,71.8161105060,35.5273577291,1002.4686408817,14.1386536804,398.9476798972,0.2857855437,0.7428819649,750.4470280835,4.5332508320,2.1371027599,2.3961480720,0.0000000000,2.1371027599,76.8071387415,76.8071387415,75.1502968862,55.0000000000,75.1502968862,75.1502968862,76.0260565925,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,15.4000000000,4.5815815630,0.5000000000,70.6321385689,2.1371027599,76.8071387415,2.6371027599,75.6363462592,2.2099026753,26.5188321040,68.9521474446,791.0059310023,0.5425813250,1828.5304212911,1.2877584299,0.3459878906,0.2484975122,2.8967084070,2.0804914049,68.5004761824
