Time (s),Desal - Coolant mass flow rate (kg/h),Desal - Hot feedwater inlet temperature (°C),Desal - Hot feedwater outlet temperature (°C),Desal - Cold feedwater inlet temperature (°C),Desal - Cold feedwater outlet temperature (°C),Desal - Feed membrane temperature (°C),Desal - Membrane gap temperature (°C),Desal - Gap film boundary temperature (°C),Desal - Film wall temperature (°C),Desal - Coolant wall temperature (°C),Desal - Hot feedwater inlet salinity (wt%),Desal - Hot feedwater outlet salinity (wt%),Desal - Cold feedwater inlet salinity (wt%),Desal - Mass flux (kg/m²h),Desal - Distilled water production rate (kg/h),Desal - Total heat flux (W/m²),Desal - Total heat transfer rate (W),Desal - Vapor heat flux (W/m²),Desal - Vapor heat transfer rate (W),Desal - Gain-output ratio (GOR),Desal - Thermal efficiency,Desal - Hot feedwater outlet mass flow rate (kg/h),Desal - Total water produced (kg),FeedTank - Feedwater inlet mass flow rate (kg/h),FeedTank - Brackish water inlet flow rate (kg/h),FeedTank - Feedwater outlet mass flow rate (kg/h),FeedTank - Feedwater inlet salinity (wt%),FeedTank - Feedwater inlet temperature (°C),FeedTank - Water salinity (wt%),FeedTank - Water temperature (°C),ColdHex - Heat transfer rate (W),ColdHex - Effectiveness,ColdHex - Hot side inlet mass flow rate (kg/h),ColdHex - Hot side inlet temperature (°C),ColdHex - Hot side outlet temperature (°C),ColdHex - Cold side outlet temperature (°C),ColdHex - Hot side salinity (wt%),HotHex - Heat transfer rate (W),HotHex - Effectiveness,HotHex - Cold side inlet mass flow rate (kg/h),HotHex - Hot side inlet temperature (°C),HotHex - Hot side outlet temperature (°C),HotHex - Cold side inlet temperature (°C),HotHex - Cold side outlet temperature (°C),HotHex - Cold side salinity (wt%),SolarField - Solar field inlet temperature (°C),SolarField - Solar field outlet temperature (°C),SolarField - Efficiency,SolarField - Heat transfer rate (W),SolarField - Recovered thermal energy (kWh),SolarField - Solar irradiance (W/m²),CircuitToSolar - Mass flow rate (kg/s),CircuitToSolar - Inlet temperature (°C),CircuitToSolar - Heat loss (W),CircuitToSolar - Outlet temperature (°C),CircuitToSolar - Surface temperature (°C),CircuitFromSolar - Mass flow rate (kg/s),CircuitFromSolar - Inlet temperature (°C),CircuitFromSolar - Heat loss (W),CircuitFromSolar - Outlet temperature (°C),CircuitFromSolar - Surface temperature (°C),Reservoir - Temperature (°C),HCPV - Mass flow rate (kg/s),HCPV - Heat transfer rate lost in the backplate (kW),HCPV - Heat transfer rate recovered from the solar cells (kW),HCPV - Inlet temperature (°C),HCPV - Outlet temperature (°C),HCPV - Electrical power (kW),HCPV - Global panel electrical efficiency (%),HCPV - Electrical energy generated (kWh),HCPV - Recovered thermal energy (kWh),HCPV - Lost thermal energy (kWh),ETC - Mass flow rate (kg/s),ETC - ETC inlet temperature (°C),ETC - ETC outlet temperature (°C),ETC - Efficiency,ETC - Heat transfer rate (W),ETC - Recovered thermal energy (kWh),ETC - Solar irradiance (W/m²),PVT - Mass flow rate (kg/s),PVT - PVT inlet temperature (°C),PVT - PVT outlet temperature (°C),PVT - Thermal Efficiency,PVT - Heat transfer rate (W),PVT - Electrical Efficiency,PVT - Electrical power output (W),PVT - Electrical energy generated (kWh),PVT - Recovered thermal energy (kWh),PVT - Solar irradiance (W/m²),Motor - Nominal Mass flow rate (kg/s),Motor - Outlet mass flow rate (kg/s),Motor - Recirculation mass flow rate (kg/s),Motor - Radiator in mass flow rate (kg/s),Motor - Radiator bypass mass flow rate (kg/s),Motor - Outlet temperature motor (°C),Motor - Oulet temperature recirculation (°C),Motor - Entry temperature radiator (°C),Motor - Oulet temperature radiator (°C),Motor - Bypass temperature radiator (°C),Motor - Mixture temperature radiator (°C),Motor - Mixture temperature engine (°C),Motor - Fuel consumption (L/h),Motor - Fuel consumption (g/kWh),Motor - Heat coolant (kW),Motor - Heat exhaust (kW),Motor - Heat rejection (kW),Motor - System efficiency,Motor - Engine efficiency,Motor - Coolant efficiency,Motor - Energy input (kW),Motor - Electrical energy generated/demanded (kWh),Motor - Fuel consumed (L),Mix Valve - Mass flow rate in from reservoir(kg/s),Mix Valve - Temperature in from reservoir(kg/s),Mix Valve - Mass flow rate in from motor(kg/s),Mix Valve - Temperature in from motor(kg/s),Mix Valve - Out Mass flow rate (kg/s),Mix Valve - Out Temperature (°C),Electrolyzer - Cell voltage (V),Electrolyzer - Stack voltage (V),Electrolyzer - Electrical current (A),Electrolyzer - Heat transfer rate generated (W),Electrolyzer - Heat generated (kWh),Electrolyzer - Power demand (W),Electrolyzer - Electricity demand (kWh),Electrolyzer - Hydrogen flow rate (Nm³/h),Electrolyzer - Hydrogen produced (Nm³),Electrolyzer - Water consumption rate (kg/h),Electrolyzer - Water consumed (kg),Electrolyzer - Conversion efficiency (%)
13230.0000000000,600.0000000000,77.6949214727,37.2846900460,30.0576811172,70.4665550973,56.7544032902,55.2896705144,53.7175070310,51.5348315622,51.0485718191,1.7533780495,1.8532513147,1.7533780495,2.4949461749,32.3345024266,2127.3863760177,27570.9274331894,1609.9701497444,20865.2131406871,4.2197224928,75.6783143811,567.6654975734,113.0067074211,567.6654975734,32.3345024266,600.0000000000,1.8532513147,37.2846900460,1.7533780495,36.6203381730,4474.8686081580,99.1287285382,600.0000000000,36.6203381730,30.0576811172,31.9252107051,1.7533780495,4944.6884662455,99.7233847634,600.0000000000,77.7149716974,77.2745752634,70.4665550973,77.6949214727,1.7533780495,76.0324254254,79.0042914240,33.5665846571,3782.1612498494,12.0911223690,938.9698337620,0.3400000000,76.2013062485,214.8484924338,76.0324254254,29.1734118153,0.3400000000,79.0042914240,135.2230467318,78.8980769127,29.3796178746,76.2013062485,0.3400000000,18.2493037736,-8.6751829752,76.2013062485,69.3758943551,4.0078900530,23.7132813533,13.4534314662,-30.0317597074,61.8302494584,0.2266000000,76.2013062485,78.9102804975,54.8673951566,2297.7397693492,7.6040971348,938.9698337620,0.2266000000,76.2013062485,77.8513630625,39.6365783194,1399.3799309667,13.7398396537,485.0886903292,1.6385048572,4.5283768872,938.9698337620,4.5277481007,2.4885377508,2.0392103499,0.0854113635,2.4031263872,78.0190991812,78.0190991812,77.2745752634,57.5286769997,77.2745752634,76.5968583613,77.2374081745,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,73.5000000000,21.8666392778,0.5000000000,76.2013062485,2.4885377508,78.0190991812,2.9885377508,77.7149716974,2.3200397587,27.8404771039,80.6914825238,1032.3228463646,3.3855610156,2246.4893716853,7.5459681616,0.4048934930,1.3873894120,3.3898827587,11.6156162761,65.2663543053
13356.0000000000,600.0000000000,77.6935968625,37.2848690057,30.0576521329,70.4649673507,56.7538234417,55.2888192341,53.7163646614,51.5339660928,51.0477688695,1.7609221943,1.8612091701,1.7609221943,2.4945694569,32.3296201618,2127.1128517516,27567.3825587008,1609.6009547056,20860.4283729849,4.2189738104,75.6706891870,567.6703798382,114.1383291442,567.6703798382,32.3296201618,600.0000000000,1.8612091701,37.2848690057,1.7609221943,36.6206592640,4474.6848089462,99.1292085783,600.0000000000,36.6206592640,30.0576521329,31.9251316227,1.7609221943,4944.4318240153,99.7235417835,600.0000000000,77.7136364037,77.2732985039,70.4649673507,77.6935968625,1.7609221943,76.0202030968,78.9808742742,33.4974132145,3767.8969135948,12.2232487269,937.3601700381,0.3400000000,76.1890436362,214.7965441643,76.0202030968,29.1725179888,0.3400000000,78.9808742742,135.1638489404,78.8747056511,29.3779217442,76.1890436362,0.3400000000,18.2380262915,-8.6807179761,76.1890436362,69.3592482581,4.0014190721,23.7156502556,13.5935945612,-30.3354880082,62.4687782480,0.2266000000,76.1890436362,78.8920102830,54.8395145207,2292.6351988549,7.6844288302,937.3601700381,0.2266000000,76.1890436362,77.8342420680,39.5875872696,1395.2543152958,13.7411787656,484.3043057741,1.6554692561,4.5772830907,937.3601700381,4.5277488408,2.4887807084,2.0389681324,0.0850225055,2.4037582029,78.0199295139,78.0199295139,77.2732985039,57.5008946175,77.2732985039,76.5978274538,77.2382385904,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,74.2000000000,22.0748929852,0.5000000000,76.1890436362,2.4887807084,78.0199295139,2.9887807084,77.7136364037,2.3191237165,27.8294845981,80.5930013197,1030.1770124785,3.4216548219,2242.8616889393,7.6245319086,0.4043993343,1.4015520514,3.3857455224,11.7341898958,65.2532267123
13482.0000000000,600.0000000000,77.6921775133,37.2850387144,30.0576231047,70.4632940919,56.7531927897,55.2879177755,53.7151728109,51.5330555283,51.0469218378,1.7684651896,1.8691653867,1.7684651896,2.4941860119,32.3246507144,2126.8348960516,27563.7802528287,1609.2275642714,20855.5892329570,4.2182194179,75.6630224217,567.6753492856,115.2697784470,567.6753492856,32.3246507144,600.0000000000,1.8691653867,37.2850387144,1.7684651896,36.6209731198,4474.4962079098,99.1296882854,600.0000000000,36.6209731198,30.0576231047,31.9250504743,1.7684651896,4944.1688937121,99.7236993037,600.0000000000,77.7122063082,77.2719304521,70.4632940919,77.6921775133,1.7684651896,76.0070595454,78.9559113270,33.4242163142,3752.8366517075,12.3548617940,935.6581010087,0.3400000000,76.1758567649,214.7406805855,76.0070595454,29.1715567618,0.3400000000,78.9559113270,135.1007437111,78.8497916210,29.3761135443,76.1758567649,0.3400000000,18.2260359732,-8.6865049373,76.1758567649,69.3414775814,3.9945762636,23.7181619325,13.7335246140,-30.6394144779,63.1068997510,0.2266000000,76.1758567649,78.8724759441,54.8100287255,2287.2417537524,7.7645767703,935.6581010087,0.2266000000,76.1758567649,77.8159234221,39.5357319649,1390.8964887497,13.7426076461,483.4751697068,1.6724054124,4.6260408018,935.6581010087,4.5277496180,2.4890438131,2.0387058048,0.0846058512,2.4044379620,78.0208287469,78.0208287469,77.2719304521,57.4711756189,77.2719304521,76.5988769254,77.2391379109,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,74.9000000000,22.2831466926,0.5000000000,76.1758567649,2.4890438131,78.0208287469,2.9890438131,77.7122063082,2.3181543833,27.8178526001,80.4888051148,1027.9088827833,3.4576713666,2239.0257166397,7.7029650131,0.4038764989,1.4156968896,3.3813681964,11.8526144790,65.2406530284
13608.0000000000,600.0000000000,77.6906646511,37.2851992927,30.0575940330,70.4615364286,56.7525119923,55.2869667902,53.7139321232,51.5321004531,51.0460312945,1.7760070153,1.8771199433,1.7760070153,2.4937959285,32.3195952336,2126.5525689276,27560.1212933012,1608.8500358371,20850.6964644488,4.2174593896,75.6553145850,567.6804047664,116.4010522981,567.6804047664,32.3195952336,600.0000000000,1.8771199433,37.2851992927,1.7760070153,36.6212797818,4474.3028353657,99.1301676584,600.0000000000,36.6212797818,30.0575940330,31.9249672728,1.7760070153,4943.8997600567,99.7238573318,600.0000000000,77.7106826369,77.2704723741,70.4615364286,77.6906646511,1.7760070153,75.9929955450,78.9294032713,33.3469494799,3736.9803815761,12.4859337115,933.8636266739,0.3400000000,76.1617464108,214.6809050161,75.9929955450,29.1705281843,0.3400000000,78.9294032713,135.0337328413,78.8233355102,29.3741933046,76.1617464108,0.3400000000,18.2133332415,-8.6925440174,76.1617464108,69.3225829688,3.9873613630,23.7208163370,13.8732086060,-30.9435479379,63.7445890253,0.2266000000,76.1617464108,78.8516782228,54.7789197395,2281.5594131328,7.8445308441,933.8636266739,0.2266000000,76.1617464108,77.7964079126,39.4809818152,1386.3064676345,13.7441262455,482.6012482501,1.6893117590,4.6746418932,933.8636266739,4.5277504282,2.4893274033,2.0384230249,0.0841617866,2.4051656167,78.0217980458,78.0217980458,77.2704723741,57.4395599251,77.2704723741,76.6000081278,77.2401073010,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,75.6000000000,22.4914004000,0.5000000000,76.1617464108,2.4893274033,78.0217980458,2.9893274033,77.7106826369,2.3171316033,27.8055792392,80.3788795908,1025.5185235546,3.4936063706,2234.9813056162,7.7812601824,0.4033249149,1.4298229217,3.3767501794,11.9708816121,65.2286311584
13734.0000000000,600.0000000000,77.6890595706,37.2853508680,30.0575649184,70.4596955303,56.7517817447,55.2859669660,53.7126432778,51.5311014841,51.0450978421,1.7835476514,1.8850728191,1.7835476514,2.4933993002,32.3144549308,2126.2659336111,27556.4064995999,1608.4684298257,20845.7508505406,4.2166938039,75.6475662051,567.6855450692,117.5321477076,567.6855450692,32.3144549308,600.0000000000,1.8850728191,37.2853508680,1.7835476514,36.6215792980,4474.1047261688,99.1306466964,600.0000000000,36.6215792980,30.0575649184,31.9248820334,1.7835476514,4943.6245124437,99.7240158761,600.0000000000,77.7090666841,77.2689256062,70.4596955303,77.6890595706,1.7835476514,75.9780119358,78.9013508567,33.2655654190,3720.3280136937,12.6164366175,931.9767470337,0.3400000000,76.1467134170,214.6172210609,75.9780119358,29.1694323105,0.3400000000,78.9013508567,134.9628182841,78.7953380667,29.3721610577,76.1467134170,0.3400000000,18.1999185504,-8.6988353910,76.1467134170,69.3025651177,3.9797740911,23.7236134187,14.0126335091,-31.2478972153,64.3818211445,0.2266000000,76.1467134170,78.8296179263,54.7461683905,2275.5881544381,7.9242809399,931.9767470337,0.2266000000,76.1467134170,77.7756963948,39.4233042929,1381.4842687488,13.7457345099,481.6825055231,1.7061867278,4.7230782384,931.9767470337,4.5277512674,2.4896318338,2.0381194336,0.0836907188,2.4059411150,78.0228386333,78.0228386333,77.2689256062,57.4060903349,77.2689256062,76.6012224791,77.2411479830,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,76.3000000000,22.6996541074,0.5000000000,76.1467134170,2.4896318338,78.0228386333,2.9896318338,77.7090666841,2.3160552112,27.7926625346,80.2632095990,1023.0060051925,3.5294555571,2230.7282983248,7.8594101184,0.4027445063,1.4439291401,3.3718908349,12.0889828597,65.2171590310
13860.0000000000,600.0000000000,77.6873636309,37.2854935741,30.0575357616,70.4577726245,56.7510027769,55.2849190248,53.7113069879,51.5300592688,51.0441221131,1.7910870782,1.8930239943,1.7910870782,2.4929962250,32.3092310765,2125.9750563625,27552.6367304574,1608.0828095041,20840.7532111733,4.2159227429,75.6397778371,567.6907689235,118.6630617290,567.6907689235,32.3092310765,600.0000000000,1.8930239943,37.2854935741,1.7910870782,36.6218717232,4473.9019195587,99.1311253982,600.0000000000,36.6218717232,30.0575357616,31.9247947728,1.7910870782,4943.3432446660,99.7241749453,600.0000000000,77.7073598087,77.2672915513,70.4577726245,77.6873636309,1.7910870782,75.9621096225,78.8717548900,33.1800139461,3702.8794514250,12.7463426470,929.9974620880,0.3400000000,76.1307586913,214.5496326002,75.9621096225,29.1682691990,0.3400000000,78.8717548900,134.8880021416,78.7658000957,29.3700168393,76.1307586913,0.3400000000,18.1857923839,-8.7053792484,76.1307586913,69.2814247774,3.9718141541,23.7265531239,14.1517862851,-31.5524711437,65.0185711984,0.2266000000,76.1307586913,78.8062959233,54.7117543354,2269.3279534540,8.0038169450,929.9974620880,0.2266000000,76.1307586913,77.7537897885,39.3626648832,1376.4299094340,13.7474323812,480.7189036494,1.7230287496,4.7713417116,929.9974620880,4.5277521309,2.4899574748,2.0377946561,0.0831930745,2.4067644003,78.0239517853,78.0239517853,77.2672915513,57.3708125208,77.2672915513,76.6025214582,77.2422612321,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,77.0000000000,22.9079078148,0.5000000000,76.1307586913,2.4899574748,78.0239517853,2.9899574748,77.7073598087,2.3149250329,27.7791003944,80.1417791526,1020.3714023512,3.5652146517,2226.2665288669,7.9374075172,0.4021351930,1.4580145346,3.3667894913,12.2069097637,65.2062345978
13986.0000000000,600.0000000000,77.6855782514,37.2856275509,30.0575065632,70.4557689929,56.7501758512,55.2838237205,53.7099239981,51.5289744836,51.0431047678,1.7986252764,1.9009734493,1.7986252764,2.4925868052,32.3039249958,2125.6800062694,27548.8128812519,1607.6932407934,20835.7044006819,4.2151462922,75.6319500608,567.6960750042,119.7937914611,567.6960750042,32.3039249958,600.0000000000,1.9009734493,37.2856275509,1.7986252764,36.6221571181,4473.6944589996,99.1316037630,600.0000000000,36.6221571181,30.0575065632,31.9247055098,1.7986252764,4943.0560546272,99.7243345484,600.0000000000,77.7055634300,77.2655716736,70.4557689929,77.6855782514,1.7986252764,75.9452895714,78.8406162336,33.0902419102,3684.6345917752,12.8756239313,927.9257718369,0.3400000000,76.1138832029,214.4781437776,75.9452895714,29.1670389122,0.3400000000,78.8406162336,134.8092866591,78.7347224577,29.3677606878,76.1138832029,0.3400000000,18.1709552558,-8.7121757946,76.1138832029,69.2591627471,3.9634812432,23.7296353960,14.2906538855,-31.8572785637,65.6548142943,0.2266000000,76.1138832029,78.7817131421,54.6756560305,2262.7787843963,8.0831287462,927.9257718369,0.2266000000,76.1138832029,77.7306890756,39.2990270309,1371.1434076274,13.7492197975,479.7104027670,1.7398362534,4.8194241874,927.9257718369,4.5277530142,2.4903047107,2.0374483036,0.0826692987,2.4076354119,78.0251388258,78.0251388258,77.2655716736,57.3337750252,77.2655716736,76.6039065994,77.2434483720,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,77.7000000000,23.1161615222,0.5000000000,76.1138832029,2.4903047107,78.0251388258,2.9903047107,77.7055634300,2.3137408845,27.7648906144,80.0145714192,1017.6147940760,3.6008793830,2221.5958230077,8.0152450693,0.4014968904,1.4720780921,3.3614454415,12.3246538417,65.1958558326
14112.0000000000,600.0000000000,77.6837049077,37.2857529441,30.0574773241,70.4536859678,56.7493017598,55.2826818368,53.7084950822,51.5278478311,51.0420464928,1.8061622270,1.9089211652,1.8061622270,2.4921711470,32.2985380652,2125.3808550393,27544.9358813097,1607.2997920710,20830.6053052401,4.2143645406,75.6240834794,567.7014619348,120.9243340502,567.7014619348,32.2985380652,600.0000000000,1.9089211652,37.2857529441,1.8061622270,36.6224355499,4473.4823920129,99.1320817897,600.0000000000,36.6224355499,30.0574773241,31.9246142648,1.8061622270,4942.7630440432,99.7244946946,600.0000000000,77.7036790232,77.2637674950,70.4536859678,77.6837049077,1.8061622270,75.9275528070,78.8079358019,32.9961931111,3665.5933254520,13.0042525981,925.7616762803,0.3400000000,76.0960879800,214.4027589874,75.9275528070,29.1657415166,0.3400000000,78.8079358019,134.7266742177,78.7021060657,29.3653926441,76.0960879800,0.3400000000,18.1554077082,-8.7192252485,76.0960879800,69.2357798732,3.9547750354,23.7328601751,14.4292232504,-32.1623283232,66.2905255582,0.2266000000,76.0960879800,78.7558705671,54.6378506984,2255.9406199899,8.1622062289,925.7616762803,0.2266000000,76.0960879800,77.7063952967,39.2323520841,1365.6247819194,13.7510966933,478.6569610377,1.7566076670,4.8673175412,925.7616762803,4.5277539125,2.4906739382,2.0370799744,0.0821198532,2.4085540850,78.0264011224,78.0264011224,77.2637674950,57.2950292548,77.2637674950,76.6053794870,77.2447107697,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,78.4000000000,23.3244152296,0.5000000000,76.0960879800,2.4906739382,78.0264011224,2.9906739382,77.7036790232,2.3125025730,27.7500308762,79.8815687120,1014.7362639482,3.6364454822,2216.7159981977,8.0929154586,0.4008295098,1.4861187964,3.3558579425,12.4422065860,65.1860207311
14238.0000000000,600.0000000000,77.6817451267,37.2858699043,30.0574480450,70.4515249277,56.7483813230,55.2814941845,53.7070210407,51.5266800386,51.0409479982,1.8136979113,1.9168671237,1.8136979113,2.4917493602,32.2930717077,2125.0776767845,27541.0066911274,1606.9025339684,20825.4568402303,4.2135775799,75.6161787177,567.7069282923,122.0546866916,567.7069282923,32.2930717077,600.0000000000,1.9168671237,37.2858699043,1.8136979113,36.6227070914,4473.2657700014,99.1325594775,600.0000000000,36.6227070914,30.0574480450,31.9245210600,1.8136979113,4942.4643181352,99.7246553936,600.0000000000,77.7017081151,77.2618805898,70.4515249277,77.6817451267,1.8136979113,75.9089004094,78.7737145593,32.8978082129,3645.7555373407,13.1322007712,923.5051754183,0.3400000000,76.0773741060,214.3234828614,75.9089004094,29.1643770822,0.3400000000,78.7737145593,134.6401673272,78.6679518817,29.3629127514,76.0773741060,0.3400000000,18.1391503106,-8.7265278417,76.0773741060,69.2112770469,3.9456951925,23.7362273985,14.5674813085,-32.4676292779,66.9256801351,0.2266000000,76.0773741060,78.7287692362,54.5983142929,2248.8134315086,8.2410392779,923.5051754183,0.2266000000,76.0773741060,77.6809095486,39.1625992334,1359.8740516139,13.7530629995,477.5585346569,1.7733414169,4.9150136490,923.5051754183,4.5277548209,2.4910655655,2.0366892554,0.0815452150,2.4095203505,78.0277400814,78.0277400814,77.2618805898,57.2546294749,77.2618805898,76.6069417495,77.2460498309,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,79.1000000000,23.5326689370,0.5000000000,76.0773741060,2.4910655655,78.0277400814,2.9910655655,77.7017081151,2.3112098955,27.7345187465,79.7427524815,1011.7359002381,3.6719086835,2211.6268635930,8.1704113626,0.4001329581,1.5001356280,3.3500262149,12.5595594623,65.1767273093
14364.0000000000,600.0000000000,77.6797004822,37.2859785869,30.0574187267,70.4492872933,56.7474153860,55.2802615993,53.7055026987,51.5254718558,51.0398100163,1.8212323109,1.9248113072,1.8212323109,2.4913215578,32.2875273888,2124.7705478029,27537.0262995255,1606.5015391629,20820.2599475509,4.2127855046,75.6082364199,567.7124726112,123.1848466309,567.7124726112,32.2875273888,600.0000000000,1.9248113072,37.2859785869,1.8212323109,36.6229718208,4473.0446480674,99.1330368255,600.0000000000,36.6229718208,30.0574187267,31.9244259189,1.8212323109,4942.1599853152,99.7248166551,600.0000000000,77.6996522791,77.2599125802,70.4492872933,77.6797004822,1.8212323109,75.8893335105,78.7379535162,32.7950246496,3625.1211067426,13.2594405701,921.1562692509,0.3400000000,76.0577427166,214.2403202542,75.8893335105,29.1629456821,0.3400000000,78.7379535162,134.5497686184,78.6322609145,29.3603210551,76.0577427166,0.3400000000,18.1221836592,-8.7340838181,76.0577427166,69.1856552019,3.9362413623,23.7397370004,14.7054149764,-32.7731902921,67.5602531910,0.2266000000,76.0577427166,78.7004102369,54.5570214600,2241.3971887879,8.3196177768,921.1562692509,0.2266000000,76.0577427166,77.6542329808,39.0897254476,1353.8912367915,13.7551186438,476.4150778651,1.7900359277,4.9625043875,921.1562692509,4.5277557343,2.4914800104,2.0362757238,0.0809458748,2.4105341357,78.0291571428,78.0291571428,77.2599125802,57.2126328028,77.2599125802,76.6085950536,77.2474669951,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,79.8000000000,23.7409226445,0.5000000000,76.0577427166,2.4914800104,78.0291571428,2.9914800104,77.6996522791,2.3098626396,27.7183516746,79.5981033064,1008.6137960667,3.7072647245,2206.3282200784,8.2477254520,0.3994071379,1.5141275644,3.3439494428,12.6767039082,65.1679736032
14490.0000000000,600.0000000000,77.6775725902,37.2860791516,30.0573893702,70.4469745232,56.7464048168,55.2789849394,53.7039409032,51.5242240521,51.0386332986,1.8287654078,1.9327536984,1.8287654078,2.4908878559,32.2819066125,2124.4595463538,27532.9957207450,1606.0968821659,20815.0155928697,4.2119884117,75.6002572477,567.7180933875,124.3148111661,567.7180933875,32.2819066125,600.0000000000,1.9327536984,37.2860791516,1.8287654078,36.6232298218,4472.8190848225,99.1335138326,600.0000000000,36.6232298218,30.0573893702,31.9243288670,1.8287654078,4941.8501568636,99.7249784889,600.0000000000,77.6975131311,77.2578651312,70.4469745232,77.6775725902,1.8287654078,75.8688532909,78.7006537267,32.6877765256,3603.6899076738,13.3859441103,918.7149577780,0.3400000000,76.0371949965,214.1532762294,75.8688532909,29.1614473928,0.3400000000,78.7006537267,134.4554808348,78.5950342159,29.3576176024,76.0371949965,0.3400000000,18.1045083759,-8.7418934323,76.0371949965,69.1589153116,3.9264131776,23.7433889126,14.8430111582,-33.0790202385,68.1942199127,0.2266000000,76.0371949965,78.6707947039,54.5139455010,2233.6918604107,8.3979316081,918.7149577780,0.2266000000,76.0371949965,77.6263667918,39.0136854052,1347.6763583751,13.7572635506,475.2265429578,1.8066896226,5.0097816340,918.7149577780,4.5277566474,2.4919176992,2.0358389482,0.0803223355,2.4115953636,78.0306537752,78.0306537752,77.2578651312,57.1690992004,77.2578651312,76.6103410985,77.2489637302,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,80.5000000000,23.9491763519,0.5000000000,76.0371949965,2.4919176992,78.0306537752,2.9919176992,77.6975131311,2.3084605826,27.7015269917,79.4476008832,1005.3700495750,3.7425093459,2200.8198602896,8.3248503903,0.3986519472,1.5280935793,3.3376267734,12.7936313322,65.1597576678
14616.0000000000,600.0000000000,77.6753631043,37.2861717618,30.0573599764,70.4445881099,56.7453505035,55.2776650826,53.7023365207,51.5229374148,51.0374186142,1.8362971843,1.9406942809,1.8362971843,2.4904483732,32.2762109163,2124.1447524303,27528.9159914973,1605.6886391076,20809.7247628348,4.2111864001,75.5922418785,567.7237890837,125.4445776480,567.7237890837,32.2762109163,600.0000000000,1.9406942809,37.2861717618,1.8362971843,36.6234811829,4472.5891421919,99.1339904982,600.0000000000,36.6234811829,30.0573599764,31.9242299307,1.8362971843,4941.5349466028,99.7251409053,600.0000000000,77.6952923242,77.2557399457,70.4445881099,77.6753631043,1.8362971843,75.8474609763,78.6618162849,32.5759945131,3581.4618095767,13.5116835024,916.1812409997,0.3400000000,76.0157321751,214.0623560439,75.8474609763,29.1598822936,0.3400000000,78.6618162849,134.3573068251,78.5562728779,29.3548024423,76.0157321751,0.3400000000,18.0861251067,-8.7499569489,76.0157321751,69.1310583864,3.9162102570,23.7471830641,14.9802567447,-33.3851279993,68.8275555095,0.2266000000,76.0157321751,78.6399238145,54.4690583272,2225.6974136608,8.4759706533,916.1812409997,0.2266000000,76.0157321751,77.5973122261,38.9344314209,1341.2294381988,13.7594976417,473.9928802975,1.8233009228,5.0568372667,916.1812409997,4.5277575550,2.4923790646,2.0353784903,0.0796751108,2.4127039538,78.0322314706,78.0322314706,77.2557399457,57.1240914657,77.2557399457,76.6121816096,77.2505415278,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,81.2000000000,24.1574300593,0.5000000000,76.0157321751,2.4923790646,78.0322314706,2.9923790646,77.6952923242,2.3070034924,27.6840419084,79.2912240164,1002.0047641021,3.7776382920,2195.1015686377,8.4017788336,0.3978672798,1.5420326429,3.3310573161,12.9103331125,65.1520775759
