Time (s),Desal - Coolant mass flow rate (kg/h),Desal - Hot feedwater inlet temperature (°C),Desal - Hot feedwater outlet temperature (°C),Desal - Cold feedwater inlet temperature (°C),Desal - Cold feedwater outlet temperature (°C),Desal - Feed membrane temperature (°C),Desal - Membrane gap temperature (°C),Desal - Gap film boundary temperature (°C),Desal - Film wall temperature (°C),Desal - Coolant wall temperature (°C),Desal - Hot feedwater inlet salinity (wt%),Desal - Hot feedwater outlet salinity (wt%),Desal - Cold feedwater inlet salinity (wt%),Desal - Mass flux (kg/m²h),Desal - Distilled water production rate (kg/h),Desal - Total heat flux (W/m²),Desal - Total heat transfer rate (W),Desal - Vapor heat flux (W/m²),Desal - Vapor heat transfer rate (W),Desal - Gain-output ratio (GOR),Desal - Thermal efficiency,Desal - Hot feedwater outlet mass flow rate (kg/h),Desal - Total water produced (kg),FeedTank - Feedwater inlet mass flow rate (kg/h),FeedTank - Brackish water inlet flow rate (kg/h),FeedTank - Feedwater outlet mass flow rate (kg/h),FeedTank - Feedwater inlet salinity (wt%),FeedTank - Feedwater inlet temperature (°C),FeedTank - Water salinity (wt%),FeedTank - Water temperature (°C),ColdHex - Heat transfer rate (W),ColdHex - Effectiveness,ColdHex - Hot side inlet mass flow rate (kg/h),ColdHex - Hot side inlet temperature (°C),ColdHex - Hot side outlet temperature (°C),ColdHex - Cold side outlet temperature (°C),ColdHex - Hot side salinity (wt%),HotHex - Heat transfer rate (W),HotHex - Effectiveness,HotHex - Cold side inlet mass flow rate (kg/h),HotHex - Hot side inlet temperature (°C),HotHex - Hot side outlet temperature (°C),HotHex - Cold side inlet temperature (°C),HotHex - Cold side outlet temperature (°C),HotHex - Cold side salinity (wt%),SolarField - Solar field inlet temperature (°C),SolarField - Solar field outlet temperature (°C),SolarField - Efficiency,SolarField - Heat transfer rate (W),SolarField - Recovered thermal energy (kWh),SolarField - Solar irradiance (W/m²),CircuitToSolar - Mass flow rate (kg/s),CircuitToSolar - Inlet temperature (°C),CircuitToSolar - Heat loss (W),CircuitToSolar - Outlet temperature (°C),CircuitToSolar - Surface temperature (°C),CircuitFromSolar - Mass flow rate (kg/s),CircuitFromSolar - Inlet temperature (°C),CircuitFromSolar - Heat loss (W),CircuitFromSolar - Outlet temperature (°C),CircuitFromSolar - Surface temperature (°C),Central Reservoir - Temperature (°C),HCPV - Mass flow rate (kg/s),HCPV - Heat transfer rate lost in the backplate (kW),HCPV - Heat transfer rate recovered from the solar cells (kW),HCPV - Inlet temperature (°C),HCPV - Outlet temperature (°C),HCPV - Electrical power (kW),HCPV - Global panel electrical efficiency (%),HCPV - Electrical energy generated (kWh),HCPV - Recovered thermal energy (kWh),HCPV - Lost thermal energy (kWh),ETC - Mass flow rate (kg/s),ETC - ETC inlet temperature (°C),ETC - ETC outlet temperature (°C),ETC - Efficiency,ETC - Heat transfer rate (W),ETC - Recovered thermal energy (kWh),ETC - Solar irradiance (W/m²),PVT - Mass flow rate (kg/s),PVT - PVT inlet temperature (°C),PVT - PVT outlet temperature (°C),PVT - Thermal Efficiency,PVT - Heat transfer rate (W),PVT - Electrical Efficiency,PVT - Electrical power output (W),PVT - Electrical energy generated (kWh),PVT - Recovered thermal energy (kWh),PVT - Solar irradiance (W/m²),Motor - Nominal Mass flow rate (kg/s),Motor - Outlet mass flow rate (kg/s),Motor - Recirculation mass flow rate (kg/s),Motor - Radiator in mass flow rate (kg/s),Motor - Radiator bypass mass flow rate (kg/s),Motor - Outlet temperature motor (°C),Motor - Oulet temperature recirculation (°C),Motor - Entry temperature radiator (°C),Motor - Oulet temperature radiator (°C),Motor - Bypass temperature radiator (°C),Motor - Mixture temperature radiator (°C),Motor - Mixture temperature engine (°C),Motor - Fuel consumption (L/h),Motor - Fuel consumption (g/kWh),Motor - Heat coolant (kW),Motor - Heat exhaust (kW),Motor - Heat rejection (kW),Motor - Heat transfer rate (kW),Motor - Recovered thermal energy (kWh),Motor - System efficiency,Motor - Engine efficiency,Motor - Coolant efficiency,Motor - Energy input (kW),Motor - Electrical energy generated/demanded (kWh),Motor - Fuel consumed (L),Mix Valve - Mass flow rate in from central reservoir(kg/s),Mix Valve - Temperature in from central reservoir(kg/s),Mix Valve - Mass flow rate in from motor(kg/s),Mix Valve - Temperature in from motor(kg/s),Mix Valve - Out Mass flow rate (kg/s),Mix Valve - Out Temperature (°C),Electrolyzer - Cell voltage (V),Electrolyzer - Stack voltage (V),Electrolyzer - Electrical current (A),Electrolyzer - Heat transfer rate generated (W),Electrolyzer - Heat generated (kWh),Electrolyzer - Power demand (W),Electrolyzer - Electricity demand (kWh),Electrolyzer - Hydrogen flow rate (Nm³/h),Electrolyzer - Hydrogen produced (Nm³),Electrolyzer - Water consumption rate (kg/h),Electrolyzer - Water consumed (kg),Electrolyzer - Conversion efficiency (%),RO Module - Volume flux of water (L/m²h),RO Module - Mass flux of salt (kg/m²h),RO Module - Pressure loss in the brine channel (bar),RO Module - Brine outlet salinity (wt%),RO Module - Permeate salinity (wt%),RO Module - Brine outflow rate (kg/h),RO Module - Mass of water treated (kg),RO Pump - Outlet pressure (bar),RO Pump - Electricity consumption (kWh),RO Feedtank - Mass outflow rate (kg/h),RO Feedtank - Salinity (wt%),RO Feedtank - Temperature (°C),Overall - Net water production (L),Overall - Salinity of the treated water (wt%),Overall - Net electricity generation (kWh),Overall - Net heat recovered (kWh)
12096.0000000000,600.0000000000,77.7027585100,37.3017899272,30.0562188666,70.4530164168,56.7655773816,55.2862096466,53.6983297640,51.5262666927,51.0423850917,2.1400847683,2.2612586947,2.1400847683,2.4808766958,32.1521619773,2116.9820046875,27436.0867807500,1594.3948294410,20663.3569895559,4.1854125018,75.3145197224,567.8478380227,102.5008666145,567.8478380227,32.1521619773,600.0000000000,2.2612586947,37.3017899272,2.1400847683,36.6374258661,4465.9054102096,99.1530019653,600.0000000000,36.6374258661,30.0562188666,31.9213541556,2.1400847683,4936.9941387784,99.7309190947,600.0000000000,77.7223188147,77.2823972313,70.4530164168,77.7027585100,2.1400847683,76.1013438185,79.1458292313,34.0135781259,3874.6849230666,10.8833615278,949.2985685325,0.3400000000,76.2704517909,215.1414169920,76.1013438185,29.1784513441,0.3400000000,79.1458292313,135.5808552514,79.0393373611,29.3898675764,76.2704517909,0.3400000000,18.3188105643,-8.6368270786,76.2704517909,69.4753836216,4.0494304484,23.6983774866,12.1836152188,-27.3060126322,56.0696329788,0.2266000000,76.2704517909,79.0181939797,55.0483211080,2330.6752422846,6.8744891857,949.2985685325,0.2266000000,76.2704517909,77.9519181465,39.9524856491,1426.0490875922,13.7318059089,490.1379468462,1.4848102195,4.0828563676,949.2985685325,4.5277432587,2.4871033707,2.0406398881,0.0877938882,2.3993094825,78.0141979221,78.0141979221,77.2823972313,57.6997733936,77.2823972313,76.5911373872,77.2325063705,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,6.8129149406,31.7614538762,34.9206243619,45.6478749828,23.1321250172,57.2727445900,67.2000000000,19.9923559111,0.5000000000,76.2704517909,2.4871033707,78.0141979221,2.9871033707,77.7223188147,2.3259069101,27.9108829207,81.3225509234,1046.1219721225,3.0579448527,2269.7841976331,6.8342127191,0.4080600662,1.2592887837,3.4163942048,10.5431216111,65.4097952579,21.1348146969,0.0017008355,0.0054372134,1.8593750970,0.0080721425,448.2727336305,590.2335389577,51.2536019177,3.3600000000,616.7999998800,1.3513410469,25.0000000000,684.2813826602,0.0069840371,3.5414127192,29.3540931778
12222.0000000000,600.0000000000,77.7023328022,37.3023518587,30.0561676109,70.4518763527,56.7656079366,55.2857109610,53.6972629175,51.5256153362,51.0418270690,2.1540469844,2.2759822565,2.1540469844,2.4803143659,32.1448741826,2116.5736691009,27430.7947515476,1593.7996095693,20655.6429400178,4.1841186971,75.3009277606,567.8551258174,103.6260640562,567.8551258174,32.1448741826,600.0000000000,2.2759822565,37.3023518587,2.1540469844,36.6381440953,4465.6512059231,99.1538657474,600.0000000000,36.6381440953,30.0561676109,31.9212447804,2.1540469844,4936.6770962867,99.7311912280,600.0000000000,77.7218751969,77.2819924231,70.4518763527,77.7023328022,2.1540469844,76.0974412468,79.1363499141,33.9790638808,3867.5808537126,11.0188525123,948.5205525575,0.3400000000,76.2665363566,215.1248297437,76.0974412468,29.1781659993,0.3400000000,79.1363499141,135.5568911768,79.0298766198,29.3891812247,76.2665363566,0.3400000000,18.3139640160,-8.6401003560,76.2665363566,69.4688826547,4.0462964287,23.6994596935,12.3252910831,-27.6083585840,56.7107079471,0.2266000000,76.2665363566,79.0113285191,55.0342490112,2328.1697861623,6.9560194679,948.5205525575,0.2266000000,76.2665363566,77.9456052512,39.9281918745,1424.0139192909,13.7323352590,489.7551237650,1.5019584250,4.1327328652,948.5205525575,4.5277435222,2.4871753400,2.0405681822,0.0876705751,2.3995047649,78.0144438021,78.0144438021,77.2819924231,57.6908842842,77.2819924231,76.5914244162,77.2327522801,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,6.8191698968,32.0000117259,34.9206243619,45.6478749828,23.1321250172,57.2727445900,67.9000000000,20.2006096185,0.5000000000,76.2665363566,2.4871753400,78.0144438021,2.9871753400,77.7218751969,2.3254649341,27.9055792092,81.2749937647,1045.0791443376,3.0945410854,2268.0257762281,6.9136247540,0.4078214341,1.2735667591,3.4143963088,10.6626608561,65.3915840884,21.1132664854,0.0017048064,0.0054391466,1.8631972618,0.0080992442,448.4403742350,596.0690505537,51.2548513916,3.3950000000,616.7999998800,1.3546252878,25.0000000000,691.1433937571,0.0070065042,3.5865247541,29.5937990728
12348.0000000000,600.0000000000,77.7018047677,37.3029056567,30.0561162525,70.4506418587,56.7655844829,55.2851576419,53.6961407943,51.5249141346,51.0412204510,2.1680346368,2.2907318731,2.1680346368,2.4797435578,32.1374765087,2116.1598656311,27425.4318585792,1593.1987174610,20647.8553782947,4.1828156588,75.2872570422,567.8625234913,104.7510044856,567.8625234913,32.1374765087,600.0000000000,2.2907318731,37.3029056567,2.1680346368,36.6388571297,4465.3922323768,99.1547302291,600.0000000000,36.6388571297,30.0561162525,31.9211333532,2.1680346368,4936.3531798967,99.7314641299,600.0000000000,77.7213291711,77.2814884545,70.4506418587,77.7018047677,2.1680346368,76.0926136682,79.1253214578,33.9408073470,3859.6812645666,11.1540808224,947.6501312771,0.3400000000,76.2616928667,215.1043109216,76.0926136682,29.1778130167,0.3400000000,79.1253214578,135.5290108731,79.0188697750,29.3883826877,76.2616928667,0.3400000000,18.3084022743,-8.6436249510,76.2616928667,69.4612538699,4.0427922956,23.7006849432,12.4668507287,-27.9108235335,57.3516006707,0.2266000000,76.2616928667,79.0031953229,55.0186865922,2325.3755645036,7.0374569656,947.6501312771,0.2266000000,76.2616928667,77.9380908035,39.9012286695,1421.7464124618,13.7329546279,489.3277632221,1.5190924460,4.1825340337,947.6501312771,4.5277438483,2.4872652818,2.0404785665,0.0875170575,2.3997482243,78.0147510902,78.0147510902,77.2814884545,57.6798226060,77.2814884545,76.5917831264,77.2330596049,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,6.8269694477,32.2388157419,34.9206243619,45.6478749828,23.1321250172,57.2727445900,68.6000000000,20.4088633259,0.5000000000,76.2616928667,2.4872652818,78.0147510902,2.9872652818,77.7213291711,2.3249706723,27.8996480674,81.2218141225,1043.9135927761,3.1310986543,2266.0600294115,6.9929715873,0.4075545894,1.2878358848,3.4121622099,10.7821260092,65.3739468305,21.0917692328,0.0017087679,0.0054410755,1.8670090857,0.0081263370,448.6076254412,601.8986177416,51.2560983461,3.4300000000,616.7999998800,1.3579029066,25.0000000000,697.9992564104,0.0070289690,3.6315715875,29.8331626843
12474.0000000000,600.0000000000,77.7011748654,37.3034513658,30.0560647919,70.4493133540,56.7655072673,55.2845499378,53.6949636446,51.5241633099,51.0405654533,2.1820475874,2.3055073908,2.1820475874,2.4791643092,32.1299694472,2115.7406226853,27419.9984700020,1592.5921820517,20639.9946793905,4.1815034227,75.2735077720,567.8700305528,105.8756840654,567.8700305528,32.1299694472,600.0000000000,2.3055073908,37.3034513658,2.1820475874,36.6395649405,4465.1284801665,99.1555953978,600.0000000000,36.6395649405,30.0560647919,31.9210198699,2.1820475874,4936.0224284775,99.7317377989,600.0000000000,77.7206811968,77.2808858010,70.4493133540,77.7011748654,2.1820475874,76.0868611676,79.1127439303,33.8987869150,3850.9861460214,11.2890186146,946.6873046913,0.3400000000,76.2559214063,215.0798608973,76.0868611676,29.1773924001,0.3400000000,79.1127439303,135.4972145368,79.0063168947,29.3874719611,76.2559214063,0.3400000000,18.3021254561,-8.6474008495,76.2559214063,69.4524973589,4.0389179183,23.7020532213,12.6082811994,-28.2134162765,57.9922861198,0.2266000000,76.2559214063,78.9937944675,55.0016250876,2322.2925732678,7.1187915720,946.6873046913,0.2266000000,76.2559214063,77.9293749009,39.8715811548,1419.2465806165,13.7336640084,488.8558496728,1.5362107237,4.2322517414,946.6873046913,4.5277442353,2.4873733360,2.0403708994,0.0873334815,2.4000398545,78.0151202682,78.0151202682,77.2808858010,57.6666020956,77.2808858010,76.5922140773,77.2334288265,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,6.8363143627,32.4779199983,34.9206243619,45.6478749828,23.1321250172,57.2727445900,69.3000000000,20.6171170333,0.5000000000,76.2559214063,2.4873733360,78.0151202682,2.9873733360,77.7206811968,2.3244240475,27.8930885698,81.1630048907,1042.6253511859,3.1676132646,2263.8868840075,7.0722459615,0.4072594966,1.3020951727,3.4096916096,10.9015087981,65.3568811557,21.0703227726,0.0017127201,0.0054430002,1.8708106131,0.0081534211,448.7744884960,607.7222545726,51.2573427890,3.4650000000,616.7999998800,1.3611739237,25.0000000000,704.8489891681,0.0070514311,3.6765459616,30.0721789144
12600.0000000000,600.0000000000,77.7004436493,37.3039890399,30.0560132301,70.4478913432,56.7653765877,55.2838881475,53.6937317681,51.5233631293,51.0398623354,2.1960856982,2.3203086567,2.1960856982,2.4785766648,32.1223535765,2115.3159731289,27414.4950117509,1591.9800364721,20632.0612726780,4.1801820302,75.2596801941,567.8776464235,107.0000989770,567.8776464235,32.1223535765,600.0000000000,2.3203086567,37.3039890399,2.1960856982,36.6402675074,4464.8599455499,99.1564612409,600.0000000000,36.6402675074,30.0560132301,31.9209043289,2.1960856982,4935.6848873450,99.7320122340,600.0000000000,77.7199318282,77.2801850359,70.4478913432,77.7004436493,2.1960856982,76.0801839100,79.0986174727,33.8529786116,3841.4954801985,11.4236380451,945.6320728000,0.3400000000,76.2492221411,215.0514803865,76.0801839100,29.1769041586,0.3400000000,79.0986174727,135.4615025520,78.9922181195,29.3864490452,76.2492221411,0.3400000000,18.2951337134,-8.6514280580,76.2492221411,69.4426132776,4.0346731512,23.7035645096,12.7495695340,-28.5161456088,58.6327392693,0.2266000000,76.2492221411,78.9831261067,54.9830547740,2318.9208064465,7.2000131801,945.6320728000,0.2266000000,76.2492221411,77.9194577217,39.8392328267,1416.5144375067,13.7344633886,488.3393655201,1.5533116982,4.2818778573,945.6320728000,4.5277446815,2.4874996677,2.0402450138,0.0871200230,2.4003796447,78.0155519053,78.0155519053,77.2801850359,57.6512393705,77.2801850359,76.5927179301,77.2338605138,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,6.8472054501,32.7173785971,34.9206243619,45.6478749828,23.1321250172,57.2727445900,70.0000000000,20.8253707407,0.5000000000,76.2492221411,2.4874996677,78.0155519053,2.9874996677,77.7199318282,2.3238249741,27.8858996891,81.0985581808,1041.2144566108,3.2040806230,2261.5062583608,7.1514406160,0.4069361161,1.3163436336,3.4069841765,11.0208009396,65.3403847625,21.0489269384,0.0017166629,0.0054449206,1.8746018880,0.0081804963,448.9409646433,613.5399750522,51.2585847280,3.5000000000,616.7999998800,1.3644383594,25.0000000000,711.6926105620,0.0070738903,3.7214406162,30.3108426938
12726.0000000000,600.0000000000,77.6996117664,37.3045187421,30.0559615679,70.4463764145,56.7651927919,55.2831726191,53.6924455130,51.5225139040,51.0391114002,2.2101488317,2.3351355186,2.2101488317,2.4779806759,32.1146295599,2114.8859541981,27408.9219664075,1591.3623179635,20624.0556408072,4.1788515279,75.2457745915,567.8853704401,108.1242454235,567.8853704401,32.1146295599,600.0000000000,2.3351355186,37.3045187421,2.2101488317,36.6409648183,4464.5866303239,99.1573277461,600.0000000000,36.6409648183,30.0559615679,31.9207867310,2.2101488317,4935.3406081415,99.7322874347,600.0000000000,77.7190817124,77.2793868286,70.4463764145,77.6996117664,2.2101488317,76.0725821407,79.0829422976,33.8033560598,3831.2092403604,11.5579112694,944.4844356033,0.3400000000,76.2415953169,215.0191704465,76.0725821407,29.1763483068,0.3400000000,79.0829422976,135.4218754876,78.9765736616,29.3853139437,76.2415953169,0.3400000000,18.2874272335,-8.6557066029,76.2415953169,69.4316018460,4.0300578336,23.7052187866,12.8907027662,-28.8190203266,59.2729350999,0.2266000000,76.2415953169,78.9711904720,54.9629649552,2315.2602560899,7.2811116825,944.4844356033,0.2266000000,76.2415953169,77.9083395241,39.8041655322,1413.5499971314,13.7353527516,487.7782911167,1.5703938094,4.3314042506,944.4844356033,4.5277451846,2.4876444668,2.0401007177,0.0868768873,2.4007675796,78.0160466555,78.0160466555,77.2793868286,57.6337539321,77.2793868286,76.5932954447,77.2343553207,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,6.8596435539,32.9572456691,34.9206243619,45.6478749828,23.1321250172,57.2727445900,70.7000000000,21.0336244482,0.5000000000,76.2415953169,2.4876444668,78.0160466555,2.9876444668,77.7190817124,2.3231733579,27.8780802954,81.0284653179,1039.6809494531,3.2404964371,2258.9180623430,7.2305482877,0.4065844043,1.3305802765,3.4040395461,11.1399941381,65.3244553764,21.0275815646,0.0017205965,0.0054468368,1.8783829542,0.0082075627,449.1070551246,619.3517931399,51.2598241708,3.5350000000,616.7999998800,1.3676962340,25.0000000000,718.5301391118,0.0070963464,3.7662482879,30.5491489822
12852.0000000000,600.0000000000,77.6986799548,37.3050405449,30.0559098062,70.4447692384,56.7649562767,55.2824037491,53.6911052751,51.5216159886,51.0383129926,2.2242368507,2.3499878253,2.2242368507,2.4773764000,32.1067981442,2114.4506073983,27403.2798718819,1590.7390677804,20615.9783184342,4.1775119678,75.2317912849,567.8932018558,109.2481196327,567.8932018558,32.1067981442,600.0000000000,2.3499878253,37.3050405449,2.2242368507,36.6416568690,4464.3085417043,99.1581949008,600.0000000000,36.6416568690,30.0559098062,31.9206670793,2.2242368507,4934.9896486941,99.7325634013,600.0000000000,77.7181315877,77.2784919423,70.4447692384,77.6986799548,2.2242368507,76.0640561839,79.0657186895,33.7498904462,3820.1273917388,11.6918104418,943.2443931011,0.3400000000,76.2330412593,214.9829324741,76.0640561839,29.1757248644,0.3400000000,79.0657186895,135.3783340976,78.9593838051,29.3840666646,76.2330412593,0.3400000000,18.2790062381,-8.6602365307,76.2330412593,69.4194633476,4.0250717900,23.7070160265,13.0316679236,-29.1220492273,59.9128485998,0.2266000000,76.2330412593,78.9579878713,54.9413439458,2311.3109123342,7.3620769717,943.2443931011,0.2266000000,76.2330412593,77.8960206456,39.7663594428,1410.3532737491,13.7363320754,487.1726047680,1.5874554961,4.3808227913,943.2443931011,4.5277457420,2.4878079474,2.0399377947,0.0866043084,2.4012036390,78.0166052560,78.0166052560,77.2784919423,57.6141681668,77.2784919423,76.5939474770,77.2349139839,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,6.8736295512,33.1975753752,34.9206243619,45.6478749828,23.1321250172,57.2727445900,71.4000000000,21.2418781556,0.5000000000,76.2330412593,2.4878079474,78.0166052560,2.9878079474,77.7181315877,2.3224690963,27.8696291554,80.9527168367,1038.0248735443,3.2768564164,2256.1221973591,7.3095617097,0.4062043138,1.3448041092,3.4008573209,11.2590800848,65.3090907494,21.0062864856,0.0017245209,0.0054487488,1.8821538554,0.0082346203,449.2727611782,625.1577227497,51.2610611251,3.5700000000,616.7999998800,1.3709475676,25.0000000000,725.3615933296,0.0071187990,3.8109617099,30.7870927691
12978.0000000000,600.0000000000,77.6976490412,37.3055545293,30.0558579459,70.4430705652,56.7646674867,55.2815819806,53.6897114964,51.5206697798,51.0374674990,2.2383496185,2.3648654261,2.2383496185,2.4767639010,32.0988601565,2114.0099783884,27397.5693199142,1590.1103310790,20607.8298907836,4.1761634072,75.2177306321,567.9011398435,110.3717178600,567.9011398435,32.0988601565,600.0000000000,2.3648654261,37.3055545293,2.2383496185,36.6423436637,4464.0256922070,99.1590626928,600.0000000000,36.6423436637,30.0558579459,31.9205453791,2.2383496185,4934.6320728525,99.7328401348,600.0000000000,77.7170822811,77.2775012316,70.4430705652,77.6976490412,2.2383496185,76.0546064425,79.0469470034,33.6925504735,3808.2498910053,11.8253077152,941.9119452935,0.3400000000,76.2235603723,214.9427682007,76.0546064425,29.1750338565,0.3400000000,79.0469470034,135.3308793172,78.9406489042,29.3827072196,76.2235603723,0.3400000000,18.2698709837,-8.6650179074,76.2235603723,69.4061981283,4.0197148300,23.7089562002,13.1724520275,-29.4252411107,60.5524547653,0.2266000000,76.2235603723,78.9435186884,54.9181790547,2307.0727633945,7.4428989397,941.9119452935,0.2266000000,76.2235603723,77.8825015023,39.7257930251,1406.9242818952,13.7374013334,486.5222827358,1.6044951965,4.4301253497,941.9119452935,4.5277463512,2.4879903465,2.0397560047,0.0863025482,2.4016877983,78.0172285238,78.0172285238,77.2775012316,57.5925073478,77.2775012316,76.5946749758,77.2355373202,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,6.8891643492,33.4384219077,34.9206243619,45.6478749828,23.1321250172,57.2727445900,72.1000000000,21.4501318630,0.5000000000,76.2235603723,2.4879903465,78.0172285238,2.9879903465,77.7170822811,2.3217120777,27.8605449320,80.8713024766,1036.2462762220,3.3131562718,2253.1185563564,7.3884736119,0.4057957930,1.3590141373,3.3974370698,11.3780504565,65.2942886599,20.9850415366,0.0017284360,0.0054506565,1.8859146347,0.0082616690,449.4380840391,630.9577777498,51.2622955986,3.6050000000,616.7999998800,1.3741923804,25.0000000000,732.1869917239,0.0071412480,3.8555736121,31.0246690734
13104.0000000000,600.0000000000,77.6965199384,37.3060607852,30.0558059882,70.4412812226,56.7643269124,55.2807078028,53.6882646636,51.5196757151,51.0365753455,2.2524869988,2.3797681716,2.2524869988,2.4761432487,32.0908165027,2113.5641168521,27391.7909544027,1589.4761567937,20599.6109920462,4.1748059083,75.2035930266,567.9091834973,111.4950363911,567.9091834973,32.0908165027,600.0000000000,2.3797681716,37.3060607852,2.2524869988,36.6430252138,4463.7380995271,99.1599311098,600.0000000000,36.6430252138,30.0558059882,31.9204216381,2.2524869988,4934.2679503081,99.7331176365,600.0000000000,77.7159347055,77.2764156398,70.4412812226,77.6965199384,2.2524869988,76.0442333961,79.0266276640,33.6313023186,3795.5766868638,11.9583752408,940.4870921805,0.3400000000,76.2131531373,214.8986796879,76.0442333961,29.1742753134,0.3400000000,79.0266276640,135.2795122616,78.9203693825,29.3812356241,76.2131531373,0.3400000000,18.2600217610,-8.6700508185,76.2131531373,69.3918065963,4.0139867484,23.7110392748,13.3130420922,-29.7286047787,61.1917286025,0.2266000000,76.2131531373,78.9277833819,54.8934565661,2302.5457956120,7.5235674781,940.4870921805,0.2266000000,76.2131531373,77.8677825875,39.6824430092,1403.2630364051,13.7385604939,485.8272992432,1.6215113480,4.4793037966,940.4870921805,4.5277470089,2.4881919237,2.0395550853,0.0859718953,2.4022200283,78.0179173528,78.0179173528,77.2764156398,57.5687996348,77.2764156398,76.5954789789,77.2362262233,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,6.9062488822,33.6798394910,34.9206243619,45.6478749828,23.1321250172,57.2727445900,72.8000000000,21.6583855704,0.5000000000,76.2131531373,2.4881919237,78.0179173528,2.9881919237,77.7159347055,2.3209021819,27.8508261832,80.7842111770,1034.3452084144,3.3493917158,2249.9070238342,7.4672767200,0.4053587866,1.3732093649,3.3937783280,11.4968969141,65.2800469128,20.9638465530,0.0017323420,0.0054525600,1.8896653355,0.0082887088,449.6030249397,636.7519719628,51.2635275988,3.6400000000,616.7999998800,1.3774306925,25.0000000000,739.0063528036,0.0071636931,3.9000767202,31.2618729437
13230.0000000000,600.0000000000,77.6952936423,37.3065594105,30.0557539340,70.4394021131,56.7639350893,55.2797817486,53.6867653070,51.5186342716,51.0356369970,2.2666488559,2.3946959131,2.2666488559,2.4755145189,32.0826681644,2113.1130763555,27385.9454695673,1588.8365975018,20591.3223036240,4.1734395380,75.1893788969,567.9173318356,112.6180715449,567.9173318356,32.0826681644,600.0000000000,2.3946959131,37.3065594105,2.2666488559,36.6437015385,4463.4457864157,99.1608001395,600.0000000000,36.6437015385,30.0557539340,31.9202958660,2.2666488559,4933.8973563941,99.7333959085,600.0000000000,77.7146898571,77.2752361959,70.4394021131,77.6952936423,2.2666488559,76.0329376001,79.0047611637,33.5661095794,3782.1077198171,12.0909851682,938.9698337620,0.3400000000,76.2018201114,214.8506693205,76.0329376001,29.1734492704,0.3400000000,79.0047611637,135.2242342211,78.8985457319,29.3796518974,76.2018201114,0.3400000000,18.2494588944,-8.6753353682,76.2018201114,69.3762892201,4.0078873252,23.7132652138,13.4534251247,-30.0321490369,61.8306451280,0.2266000000,76.2018201114,78.9107824831,54.8671617199,2297.7299934735,7.6040724780,938.9698337620,0.2266000000,76.2018201114,77.8518644703,39.6362843541,1399.3695524410,13.7398095208,485.0876264796,1.6385023868,4.5283500034,938.9698337620,4.5277477120,2.4884129597,2.0393347522,0.0856126646,2.4028002951,78.0186727109,78.0186727109,77.2752361959,57.5430760743,77.2752361959,76.5963606098,77.2369816605,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,6.9248841084,33.9218823826,34.9206243619,45.6478749828,23.1321250172,57.2727445900,73.5000000000,21.8666392778,0.5000000000,76.2018201114,2.4884129597,78.0186727109,2.9884129597,77.7146898571,2.3200392801,27.8404713612,80.6914310720,1032.3217247321,3.3855584630,2246.4874758561,7.5459637557,0.4048932348,1.3873887940,3.3898805972,11.6156111017,65.2663633383,20.9427013707,0.0017362388,0.0054544593,1.8934060005,0.0083157398,449.7675851087,642.5403191661,51.2647571335,3.6750000000,616.7999998800,1.3806625238,25.0000000000,745.8196950823,0.0071861341,3.9444637559,31.4986994584
